0,0
1,0
2,0
3,0
4,0
5,0
6,1
7,0
8,0
9,0
10,1
11,0
12,0
13,0
14,1
15,1
16,0
17,1
18,1
19,0
20,0
21,0
22,1
23,0
24,0
25,1
26,1
27,0
28,1
29,1
30,0
31,0
32,0
33,1
34,0
35,1
36,1
37,1
38,0
39,0
40,1
41,1
42,0
43,0
44,1
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,1
53,0
54,0
55,1
56,0
57,0
58,0
59,1
60,0
61,0
62,0
63,1
64,0
65,1
66,0
67,0
68,0
69,1
70,1
71,0
72,0
73,1
74,1
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,1
83,0
84,0
85,0
86,1
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,1
95,1
96,0
97,1
98,1
99,1
100,0
101,1
102,1
103,0
104,0
105,1
106,1
107,0
108,1
109,1
110,0
111,1
112,0
113,0
114,0
115,0
116,0
117,1
118,0
119,0
120,1
121,0
122,1
123,0
124,0
125,0
126,0
127,1
128,1
129,1
130,0
131,0
132,0
133,0
134,0
135,1
136,0
137,0
138,0
139,0
140,0
141,1
142,0
143,1
144,0
145,1
146,0
147,0
148,1
149,1
150,0
151,1
152,0
153,0
154,1
155,1
156,0
157,1
158,0
159,0
160,0
161,0
162,0
163,0
164,1
165,0
166,1
167,0
168,0
169,1
170,0
171,0
172,1
173,1
174,0
175,1
176,1
177,1
178,1
179,0
180,1
181,0
182,1
183,0
184,0
185,1
186,1
187,0
188,0
189,0
190,1
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,1
199,1
200,1
201,0
202,0
203,0
204,0
205,0
206,1
207,0
208,0
209,1
210,1
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,1
220,1
221,1
222,0
223,1
224,1
225,0
226,1
227,1
228,0
229,0
230,0
231,1
232,0
233,0
234,0
235,0
236,1
237,0
238,0
239,0
240,0
241,0
242,0
243,1
244,0
245,1
246,1
247,1
248,0
249,0
250,0
251,1
252,0
253,1
254,1
255,0
256,0
257,1
258,0
259,0
260,0
261,0
262,1
263,0
264,0
265,0
266,1
267,1
268,0
269,0
270,0
271,0
272,0
273,1
274,1
275,0
276,0
277,0
278,0
279,0
280,1
281,1
282,0
283,1
284,0
285,1
286,1
287,0
288,1
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,1
299,1
300,1
301,1
302,0
303,1
304,1
305,1
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,1
319,0
320,1
321,0
322,0
323,0
324,0
325,1
326,1
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,1
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,1
348,0
349,0
350,1
351,1
352,0
353,1
354,0
355,0
356,1
357,0
358,0
359,0
360,1
361,0
362,0
363,1
364,1
365,0
366,0
367,0
368,1
369,0
370,0
371,0
372,1
373,0
374,0
375,1
376,1
377,1
378,0
379,0
380,1
381,1
382,1
383,0
384,1
385,1
386,0
387,0
388,0
389,1
390,1
391,1
392,1
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,1
403,1
404,1
405,0
406,0
407,1
408,1
409,0
410,0
411,1
412,0
413,0
414,0
415,0
416,1
417,0
418,1
419,1
420,0
421,1
422,1
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,1
432,1
433,0
434,0
435,0
436,1
437,0
438,1
439,1
440,0
441,0
442,0
443,0
444,0
445,1
446,1
447,0
448,1
449,0
450,0
451,0
452,0
453,0
454,1
455,1
456,0
457,0
458,1
459,0
460,0
461,0
462,0
463,1
464,0
465,1
466,0
467,0
468,0
469,0
470,0
471,0
472,1
473,0
474,0
475,0
476,0
477,0
478,0
479,1
480,1
481,0
482,0
483,1
484,0
485,0
486,0
487,1
488,0
489,1
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,1
502,0
503,0
504,1
505,0
506,0
507,0
508,1
509,0
510,1
511,0
512,1
513,0
514,1
515,0
516,0
517,1
518,0
519,0
520,0
521,1
522,1
523,1
524,0
525,0
526,0
527,0
528,0
529,1
530,1
531,1
532,1
533,0
